tweet,token,InSet
kanker serviks tu jd momok menakutkan gue aja takut gue yakin temen perempuan gue jg nya lu pade ngomong vaksin vaksin yodah kalo gak mau tu diem aje gausah koar sok tau,"['kanker', 'serviks', 'tu', 'jd', 'momok', 'menakutkan', 'gue', 'aja', 'takut', 'gue', 'yakin', 'temen', 'perempuan', 'gue', 'jg', 'nya', 'lu', 'pade', 'ngomong', 'vaksin', 'vaksin', 'yodah', 'kalo', 'gak', 'mau', 'tu', 'diem', 'aje', 'gausah', 'koar', 'sok', 'tau']",neg
rang orang sih heran kalo lu gamau vaksin yaude sono tp kalo ampe mitamit keluarga lu kena kanker serviks yg biaya nya aja muahal nya minta ampun jangan pernah coba ngeluh lu ye dikasih enak kagak bersyukur lo,"['rang', 'orang', 'sih', 'heran', 'kalo', 'lu', 'gamau', 'vaksin', 'yaude', 'sono', 'tp', 'kalo', 'ampe', 'mitamit', 'keluarga', 'lu', 'kena', 'kanker', 'serviks', 'yg', 'biaya', 'nya', 'aja', 'muahal', 'nya', 'minta', 'ampun', 'jangan', 'pernah', 'coba', 'ngeluh', 'lu', 'ye', 'dikasih', 'enak', 'kagak', 'bersyukur', 'lo']",neg
kebijakan bagus gini julid vaksin harganya mahal sangat berguna buat perempuan dikasih gratis malah julid,"['kebijakan', 'bagus', 'gini', 'julid', 'vaksin', 'harganya', 'mahal', 'sangat', 'berguna', 'buat', 'perempuan', 'dikasih', 'gratis', 'malah', 'julid']",neg
sebwa testimony pasca vaksin sewurongatus tudey,"['sebwa', 'testimony', 'pasca', 'vaksin', 'sewurongatus', 'tudey']",pos
kelar bp ikutan vaksin sungguh bro brutal banget yg vaksin bahkan dokter disana udh aja antrian sekebon,"['kelar', 'bp', 'ikutan', 'vaksin', 'sungguh', 'bro', 'brutal', 'banget', 'yg', 'vaksin', 'bahkan', 'dokter', 'disana', 'udh', 'aja', 'antrian', 'sekebon']",neg
whoa hari sungguh nganu isip ditarik vaksin jadilah tandem sama ku kia pagi lumayan banya sampe pasien lanjut shift bp siang,"['whoa', 'hari', 'sungguh', 'nganu', 'isip', 'ditarik', 'vaksin', 'jadilah', 'tandem', 'sama', 'ku', 'kia', 'pagi', 'lumayan', 'banya', 'sampe', 'pasien', 'lanjut', 'shift', 'bp', 'siang']",pos
nunggu vaksin bayari bst puasa mau ngamokk tp kudu syahhbar,"['nunggu', 'vaksin', 'bayari', 'bst', 'puasa', 'mau', 'ngamokk', 'tp', 'kudu', 'syahhbar']",neg
vaksin tiga kok tangan kiri ku bengkak si,"['vaksin', 'tiga', 'kok', 'tangan', 'kiri', 'ku', 'bengkak', 'si']",pos
rencana mudik ayo manfaatkan gerai percepatan vaksin polresta surakarta selama bulan ramadhan klinik bhayangkara jl slamet riyadi no surakarta hari siang jam wib senin sabtu malam jam wib senin jum at,"['rencana', 'mudik', 'ayo', 'manfaatkan', 'gerai', 'percepatan', 'vaksin', 'polresta', 'surakarta', 'selama', 'bulan', 'ramadhan', 'klinik', 'bhayangkara', 'jl', 'slamet', 'riyadi', 'no', 'surakarta', 'hari', 'siang', 'jam', 'wib', 'senin', 'sabtu', 'malam', 'jam', 'wib', 'senin', 'jum', 'at']",neg
lebih aman nyaman ayo vaksin mudik lebaran berikut lokasi beserta jadwal vaksinasi semua puskesmas rs bung karno rs ibu fatmawati soekarno klinik pmi senin sabtu pukul wib,"['lebih', 'aman', 'nyaman', 'ayo', 'vaksin', 'mudik', 'lebaran', 'berikut', 'lokasi', 'beserta', 'jadwal', 'vaksinasi', 'semua', 'puskesmas', 'rs', 'bung', 'karno', 'rs', 'ibu', 'fatmawati', 'soekarno', 'klinik', 'pmi', 'senin', 'sabtu', 'pukul', 'wib']",neg
halo vaksin dosis pastikan vaksin booster mudik source,"['halo', 'vaksin', 'dosis', 'pastikan', 'vaksin', 'booster', 'mudik', 'source']",neg
solo square peduli vaksin ayo lengkapi vaksin april lower ground sebelah hypermart solo square solo square,"['solo', 'square', 'peduli', 'vaksin', 'ayo', 'lengkapi', 'vaksin', 'april', 'lower', 'ground', 'sebelah', 'hypermart', 'solo', 'square', 'solo', 'square']",pos
linu kabeh bar vaksin az yaalah ra poso sik,"['linu', 'kabeh', 'bar', 'vaksin', 'az', 'yaalah', 'ra', 'poso', 'sik']",pos
mau mudik aman selamat nyaman sehat vaksin booster solusinya,"['mau', 'mudik', 'aman', 'selamat', 'nyaman', 'sehat', 'vaksin', 'booster', 'solusinya']",neg
vaksin sek mas e karo sepik,"['vaksin', 'sek', 'mas', 'e', 'karo', 'sepik']",pos
pemkot solo memberi syarat warga yg minyak murah vaksin lengkap ditambah booster warga yg booster waktu bersamaan pendapi balaikota jg dilaksanakan vaksinasi booster massal warga memanfaatkan fasilitas layanan tsb,"['pemkot', 'solo', 'memberi', 'syarat', 'warga', 'yg', 'minyak', 'murah', 'vaksin', 'lengkap', 'ditambah', 'booster', 'warga', 'yg', 'booster', 'waktu', 'bersamaan', 'pendapi', 'balaikota', 'jg', 'dilaksanakan', 'vaksinasi', 'booster', 'massal', 'warga', 'memanfaatkan', 'fasilitas', 'layanan', 'tsb']",neg
bukan vaksin terapi beliau tawarkan melalui uji klinis benar vaksin sebenarnya ranah bpom idi fokus aspek etiknya beliau anggota idi,"['bukan', 'vaksin', 'terapi', 'beliau', 'tawarkan', 'melalui', 'uji', 'klinis', 'benar', 'vaksin', 'sebenarnya', 'ranah', 'bpom', 'idi', 'fokus', 'aspek', 'etiknya', 'beliau', 'anggota', 'idi']",pos
mengding vaksin apa ga ush,"['mengding', 'vaksin', 'apa', 'ga', 'ush']",neg
alumni vaksin moderna berakhir masa berburuku mencari booster jumat yg asyik memulai puasa yg gatau mulainya besok lusa,"['alumni', 'vaksin', 'moderna', 'berakhir', 'masa', 'berburuku', 'mencari', 'booster', 'jumat', 'yg', 'asyik', 'memulai', 'puasa', 'yg', 'gatau', 'mulainya', 'besok', 'lusa']",neg
percepatan vaksin polresta surakarta klinik bhayangkara jl slamet riyadi no surakarta hari selasa jum at tgl maret april jam wib syarat booster vaksin minimal bulan atas membawa fc ktp ktp nkri,"['percepatan', 'vaksin', 'polresta', 'surakarta', 'klinik', 'bhayangkara', 'jl', 'slamet', 'riyadi', 'no', 'surakarta', 'hari', 'selasa', 'jum', 'at', 'tgl', 'maret', 'april', 'jam', 'wib', 'syarat', 'booster', 'vaksin', 'minimal', 'bulan', 'atas', 'membawa', 'fc', 'ktp', 'ktp', 'nkri']",neg
vaksin cukup x wae,"['vaksin', 'cukup', 'x', 'wae']",neg
foto dulu sama mau pindah perth australia kalau pulang indonesia jangan lupa mampir vaksin yaa klinik kasih ibu sehati,"['foto', 'dulu', 'sama', 'mau', 'pindah', 'perth', 'australia', 'kalau', 'pulang', 'indonesia', 'jangan', 'lupa', 'mampir', 'vaksin', 'yaa', 'klinik', 'kasih', 'ibu', 'sehati']",neg
aku blm vaksin boster tetiba deb topup dateng ngelengkapi berkas akta meningoy istrinya kata istrinya meninggal tiba sehat aja tp kemudian vaksin terus meningoy aku apalah yg blm vaksin boster telen ludah,"['aku', 'blm', 'vaksin', 'boster', 'tetiba', 'deb', 'topup', 'dateng', 'ngelengkapi', 'berkas', 'akta', 'meningoy', 'istrinya', 'kata', 'istrinya', 'meninggal', 'tiba', 'sehat', 'aja', 'tp', 'kemudian', 'vaksin', 'terus', 'meningoy', 'aku', 'apalah', 'yg', 'blm', 'vaksin', 'boster', 'telen', 'ludah']",pos
yg uda vaksin booster gk fren,"['yg', 'uda', 'vaksin', 'booster', 'gk', 'fren']",neg
padahal vaksin amp ngga sakit booster bekas suntiknya sakit mana kata orang kantor entar malem bakal makin nyeri sama demam,"['padahal', 'vaksin', 'amp', 'ngga', 'sakit', 'booster', 'bekas', 'suntiknya', 'sakit', 'mana', 'kata', 'orang', 'kantor', 'entar', 'malem', 'bakal', 'makin', 'nyeri', 'sama', 'demam']",neg
subuh subuh baru terasa efek vaksin,"['subuh', 'subuh', 'baru', 'terasa', 'efek', 'vaksin']",neg
jng lupa makan dulu sebelom vaksin,"['jng', 'lupa', 'makan', 'dulu', 'sebelom', 'vaksin']",pos
semangat vaksin,"['semangat', 'vaksin']",neg
baru tau pcr thailand mahal banget sampe juta vaksin disana bayar malah beli shopee,"['baru', 'tau', 'pcr', 'thailand', 'mahal', 'banget', 'sampe', 'juta', 'vaksin', 'disana', 'bayar', 'malah', 'beli', 'shopee']",pos
lho aq minggu wingi vaksin booster nang kono,"['lho', 'aq', 'minggu', 'wingi', 'vaksin', 'booster', 'nang', 'kono']",neg
izin bertanya min tetap antigen stasiun meskipun sdh vaksin kali krn kantor tetap mensyaratkan antigen utk perjalanan dinas,"['izin', 'bertanya', 'min', 'tetap', 'antigen', 'stasiun', 'meskipun', 'sdh', 'vaksin', 'kali', 'krn', 'kantor', 'tetap', 'mensyaratkan', 'antigen', 'utk', 'perjalanan', 'dinas']",neg
disaat vaksin dosis kedua ketiga hari baru yg pertama,"['disaat', 'vaksin', 'dosis', 'kedua', 'ketiga', 'hari', 'baru', 'yg', 'pertama']",pos
paling presiden nyuruh vaksin biar imunnya kuat,"['paling', 'presiden', 'nyuruh', 'vaksin', 'biar', 'imunnya', 'kuat']",neg
tontonan buat aku kemrungsung gk tenang smakin keras dlm celana ku keras otot nya trpegang bergoyang aman tuk pegang gk perlu vaksin syg buka an gitu pmerin aku aku nahan syg maaf dlm celana nakal tangkap lah syg pingin soneta,"['tontonan', 'buat', 'aku', 'kemrungsung', 'gk', 'tenang', 'smakin', 'keras', 'dlm', 'celana', 'ku', 'keras', 'otot', 'nya', 'trpegang', 'bergoyang', 'aman', 'tuk', 'pegang', 'gk', 'perlu', 'vaksin', 'syg', 'buka', 'an', 'gitu', 'pmerin', 'aku', 'aku', 'nahan', 'syg', 'maaf', 'dlm', 'celana', 'nakal', 'tangkap', 'lah', 'syg', 'pingin', 'soneta']",neg
durung vaksin i,"['durung', 'vaksin', 'i']",pos
mutual yg vaksin booster nya pfizer ngga efeknya apa sama apa yg dilakuin buat ngontrol efeknya,"['mutual', 'yg', 'vaksin', 'booster', 'nya', 'pfizer', 'ngga', 'efeknya', 'apa', 'sama', 'apa', 'yg', 'dilakuin', 'buat', 'ngontrol', 'efeknya']",neg
bos aku durung pernah vaksin kok coronane wes ilangi ki pie,"['bos', 'aku', 'durung', 'pernah', 'vaksin', 'kok', 'coronane', 'wes', 'ilangi', 'ki', 'pie']",neg
ha ha ha stock vaksin sama pcr menumpuk jiwa oligarki klo jadi pejabat kek begini rakyat jadi korban,"['ha', 'ha', 'ha', 'stock', 'vaksin', 'sama', 'pcr', 'menumpuk', 'jiwa', 'oligarki', 'klo', 'jadi', 'pejabat', 'kek', 'begini', 'rakyat', 'jadi', 'korban']",pos
lengan kiri pegal habis vaksin booster badan capek habis kerja hujan deras ditambah mati listrik lengkap buat istirahat,"['lengan', 'kiri', 'pegal', 'habis', 'vaksin', 'booster', 'badan', 'capek', 'habis', 'kerja', 'hujan', 'deras', 'ditambah', 'mati', 'listrik', 'lengkap', 'buat', 'istirahat']",neg
ibu ngefek ning eh ngefek ding luaper banget efeknya makan terus sama pakai az surat vaksin meski pedulilindungi langsung muncul,"['ibu', 'ngefek', 'ning', 'eh', 'ngefek', 'ding', 'luaper', 'banget', 'efeknya', 'makan', 'terus', 'sama', 'pakai', 'az', 'surat', 'vaksin', 'meski', 'pedulilindungi', 'langsung', 'muncul']",neg
vaksin kucing berjilid jilid,"['vaksin', 'kucing', 'berjilid', 'jilid']",pos
nih yg pengen vaksin booster,"['nih', 'yg', 'pengen', 'vaksin', 'booster']",neg
kabar gembira sekarang perjalanan domestik resmi antigen pcr selama dosis vaksin dilakukan,"['kabar', 'gembira', 'sekarang', 'perjalanan', 'domestik', 'resmi', 'antigen', 'pcr', 'selama', 'dosis', 'vaksin', 'dilakukan']",pos
airasia domestik udah announce ga perlu test covid kalo udah vaksin x yuk kai yuk,"['airasia', 'domestik', 'udah', 'announce', 'ga', 'perlu', 'test', 'covid', 'kalo', 'udah', 'vaksin', 'x', 'yuk', 'kai', 'yuk']",pos
info donk adakah faskes sediakan vaksin booster pfizer moderna solo,"['info', 'donk', 'adakah', 'faskes', 'sediakan', 'vaksin', 'booster', 'pfizer', 'moderna', 'solo']",pos
vaksin booster astra otopat,"['vaksin', 'booster', 'astra', 'otopat']",neg
info vaksin booster solo dong guys,"['info', 'vaksin', 'booster', 'solo', 'dong', 'guys']",neg
info vaksin ketiga disolo mana,"['info', 'vaksin', 'ketiga', 'disolo', 'mana']",neg
liriknya sangat mewakili jeritan hati maju sini lo johnny suh w udah vaksin kali,"['liriknya', 'sangat', 'mewakili', 'jeritan', 'hati', 'maju', 'sini', 'lo', 'johnny', 'suh', 'w', 'udah', 'vaksin', 'kali']",neg
nek aq genah astra boy vaksin pertama kedua az kerjo yo nang lini usahane astra,"['nek', 'aq', 'genah', 'astra', 'boy', 'vaksin', 'pertama', 'kedua', 'az', 'kerjo', 'yo', 'nang', 'lini', 'usahane', 'astra']",neg
jam vaksin ketiga terasa efeknya,"['jam', 'vaksin', 'ketiga', 'terasa', 'efeknya']",neg
booster vaksin kali udah dikasih paracetamol kali badan gak enak vaksin kemarin msh aman gara tanggal merah gak digunain buat kelayapan,"['booster', 'vaksin', 'kali', 'udah', 'dikasih', 'paracetamol', 'kali', 'badan', 'gak', 'enak', 'vaksin', 'kemarin', 'msh', 'aman', 'gara', 'tanggal', 'merah', 'gak', 'digunain', 'buat', 'kelayapan']",neg
ayo belanja vaksin booster pasar klewer minggu februari,"['ayo', 'belanja', 'vaksin', 'booster', 'pasar', 'klewer', 'minggu', 'februari']",neg
ayo manfaatkan hari libur vaksin booster gelora bung karno minggu senin februari,"['ayo', 'manfaatkan', 'hari', 'libur', 'vaksin', 'booster', 'gelora', 'bung', 'karno', 'minggu', 'senin', 'februari']",pos
meninjau vaksinasi booster pasar klewer pelaksana polresta solo melakukan jemput bola pasar pasar kota solo berlangsung sejak rabu pelaksanaan vaksin dilaksanakan pasar klewer beteng trade center pusat grosir solo,"['meninjau', 'vaksinasi', 'booster', 'pasar', 'klewer', 'pelaksana', 'polresta', 'solo', 'melakukan', 'jemput', 'bola', 'pasar', 'pasar', 'kota', 'solo', 'berlangsung', 'sejak', 'rabu', 'pelaksanaan', 'vaksin', 'dilaksanakan', 'pasar', 'klewer', 'beteng', 'trade', 'center', 'pusat', 'grosir', 'solo']",pos
pelaksanaan solo square peduli vaksin percepatan vaksinasi dosis lanjutan booster astra zeneca solo square solo square,"['pelaksanaan', 'solo', 'square', 'peduli', 'vaksin', 'percepatan', 'vaksinasi', 'dosis', 'lanjutan', 'booster', 'astra', 'zeneca', 'solo', 'square', 'solo', 'square']",pos
klo gk ngadain vaksin gk byutiful,"['klo', 'gk', 'ngadain', 'vaksin', 'gk', 'byutiful']",pos
habis vaksin booster,"['habis', 'vaksin', 'booster']",neg
satu kerjaan habis vaksin booster malah teler semua grup bada bilang gak kerja dulu karna sakit izin istirahat padahal aku vaksin ikutan izin maaf ye pak,"['satu', 'kerjaan', 'habis', 'vaksin', 'booster', 'malah', 'teler', 'semua', 'grup', 'bada', 'bilang', 'gak', 'kerja', 'dulu', 'karna', 'sakit', 'izin', 'istirahat', 'padahal', 'aku', 'vaksin', 'ikutan', 'izin', 'maaf', 'ye', 'pak']",neg
attention tempat terbatas htm available pre sale amp on the spot pre sale close h panitia amp pihak venue menerapkan standar prokes min vaksin x dilarang membawa makanan minuman luar cp,"['attention', 'tempat', 'terbatas', 'htm', 'available', 'pre', 'sale', 'amp', 'on', 'the', 'spot', 'pre', 'sale', 'close', 'h', 'panitia', 'amp', 'pihak', 'venue', 'menerapkan', 'standar', 'prokes', 'min', 'vaksin', 'x', 'dilarang', 'membawa', 'makanan', 'minuman', 'luar', 'cp']",neg
lha dr dinas suruh vaksin,"['lha', 'dr', 'dinas', 'suruh', 'vaksin']",neg
uwess tp rung vaksin booster,"['uwess', 'tp', 'rung', 'vaksin', 'booster']",neg
obi ikutan vaksin,"['obi', 'ikutan', 'vaksin']",neg
habis vaksin booster hawa dingin,"['habis', 'vaksin', 'booster', 'hawa', 'dingin']",pos
cuma demam bentar paracetamol cepat bertindak efek vaksin booster,"['cuma', 'demam', 'bentar', 'paracetamol', 'cepat', 'bertindak', 'efek', 'vaksin', 'booster']",neg
vaksin gaes sehat terus aman gak kena virus corona amin,"['vaksin', 'gaes', 'sehat', 'terus', 'aman', 'gak', 'kena', 'virus', 'corona', 'amin']",neg
hihihihi lucu anet adek vaksin,"['hihihihi', 'lucu', 'anet', 'adek', 'vaksin']",neg
buat aku jangan ikutan tumbang yookk bisaa menuju vaksin booster,"['buat', 'aku', 'jangan', 'ikutan', 'tumbang', 'yookk', 'bisaa', 'menuju', 'vaksin', 'booster']",pos
vaksin sesungguhnya,"['vaksin', 'sesungguhnya']",neg
nambah gas kalo liat orang nyebrang jalan satu kebiasaan kaum bengek jamet lokal yg gua dapet pagi vaksin hobi nyelak kagak paham jalur antri katrok memang,"['nambah', 'gas', 'kalo', 'liat', 'orang', 'nyebrang', 'jalan', 'satu', 'kebiasaan', 'kaum', 'bengek', 'jamet', 'lokal', 'yg', 'gua', 'dapet', 'pagi', 'vaksin', 'hobi', 'nyelak', 'kagak', 'paham', 'jalur', 'antri', 'katrok', 'memang']",pos
efek vaksin gini yak,"['efek', 'vaksin', 'gini', 'yak']",neg
siap dah vaksin booster belom,"['siap', 'dah', 'vaksin', 'booster', 'belom']",pos
finally vaksin booster excited pol gaktau hahaha aman aja gais efek vaksin aku emang cuma ngantuk sama laper wkwkwk,"['finally', 'vaksin', 'booster', 'excited', 'pol', 'gaktau', 'hahaha', 'aman', 'aja', 'gais', 'efek', 'vaksin', 'aku', 'emang', 'cuma', 'ngantuk', 'sama', 'laper', 'wkwkwk']",neg
mas rey udah vaksin apa belom,"['mas', 'rey', 'udah', 'vaksin', 'apa', 'belom']",neg
trus ngapain kemaren ngebet vaksin,"['trus', 'ngapain', 'kemaren', 'ngebet', 'vaksin']",neg
edan njarem kabeh awakku bar vaksin,"['edan', 'njarem', 'kabeh', 'awakku', 'bar', 'vaksin']",neg
mau vaksin malah gabisa tidur bhaikk,"['mau', 'vaksin', 'malah', 'gabisa', 'tidur', 'bhaikk']",neg
sebuah keuntungan kerja rumah sakit sehat mak bapak gausah repot cari vaksin booster antri kesana kemari,"['sebuah', 'keuntungan', 'kerja', 'rumah', 'sakit', 'sehat', 'mak', 'bapak', 'gausah', 'repot', 'cari', 'vaksin', 'booster', 'antri', 'kesana', 'kemari']",pos
hukuman tertinggi orang menolak vaksin cara divaksin,"['hukuman', 'tertinggi', 'orang', 'menolak', 'vaksin', 'cara', 'divaksin']",neg
jangan dihukum penjara terlalu enak kasih aja suntik vaksin langsung kali dirapel,"['jangan', 'dihukum', 'penjara', 'terlalu', 'enak', 'kasih', 'aja', 'suntik', 'vaksin', 'langsung', 'kali', 'dirapel']",neg
suntik vaksin x wae positif mbok suntik imf wae lur,"['suntik', 'vaksin', 'x', 'wae', 'positif', 'mbok', 'suntik', 'imf', 'wae', 'lur']",neg
memenuhi panggilan vaksin booster,"['memenuhi', 'panggilan', 'vaksin', 'booster']",pos
semalem demam meriang pusing efek vaksin,"['semalem', 'demam', 'meriang', 'pusing', 'efek', 'vaksin']",neg
segera vaksin pelayanan kesehatan terdekat,"['segera', 'vaksin', 'pelayanan', 'kesehatan', 'terdekat']",neg
habis vaksin bayik sehat sehat lee rs pku muhammadiyah surakarta in surakarta jawa tengah,"['habis', 'vaksin', 'bayik', 'sehat', 'sehat', 'lee', 'rs', 'pku', 'muhammadiyah', 'surakarta', 'in', 'surakarta', 'jawa', 'tengah']",pos
aku ma fotoin tiket vaksin mama flash on,"['aku', 'ma', 'fotoin', 'tiket', 'vaksin', 'mama', 'flash', 'on']",pos
teman kantor positif si omekron sialan udah vaksin x kena gejala demam sakit tenggorokan pusing lemas tetap jaga prokes jaga kesehatan wfh wfo,"['teman', 'kantor', 'positif', 'si', 'omekron', 'sialan', 'udah', 'vaksin', 'x', 'kena', 'gejala', 'demam', 'sakit', 'tenggorokan', 'pusing', 'lemas', 'tetap', 'jaga', 'prokes', 'jaga', 'kesehatan', 'wfh', 'wfo']",pos
suntik vaksin apa diremes preman,"['suntik', 'vaksin', 'apa', 'diremes', 'preman']",neg
efek dri vaksin booster apaan yakk spill dong yg tau,"['efek', 'dri', 'vaksin', 'booster', 'apaan', 'yakk', 'spill', 'dong', 'yg', 'tau']",neg
dikeki obat soko nggon vaksin mental sidane prikso nggone lenggananku klinik cedhak unisri hadeh yas yas saiki kok ruwet men koe ndi sing disik kuat tahan banting,"['dikeki', 'obat', 'soko', 'nggon', 'vaksin', 'mental', 'sidane', 'prikso', 'nggone', 'lenggananku', 'klinik', 'cedhak', 'unisri', 'hadeh', 'yas', 'yas', 'saiki', 'kok', 'ruwet', 'men', 'koe', 'ndi', 'sing', 'disik', 'kuat', 'tahan', 'banting']",neg
ayo vaksin cegah varian baru omicron cegah penyebaran omicron,"['ayo', 'vaksin', 'cegah', 'varian', 'baru', 'omicron', 'cegah', 'penyebaran', 'omicron']",neg
vaksin kedua agustus jadi mungkin februari,"['vaksin', 'kedua', 'agustus', 'jadi', 'mungkin', 'februari']",pos
siap vaksin dosis,"['siap', 'vaksin', 'dosis']",neg
vaksin tuh kek wc umum gratis,"['vaksin', 'tuh', 'kek', 'wc', 'umum', 'gratis']",pos
cuma krl aja si kak yg penting udh vaksin aja wkwk,"['cuma', 'krl', 'aja', 'si', 'kak', 'yg', 'penting', 'udh', 'vaksin', 'aja', 'wkwk']",pos
grgr anti vaksin seeh,"['grgr', 'anti', 'vaksin', 'seeh']",neg
aku tak nunggu info streaming wae mbok menewo enek xixiixi males nek kon swab wong wes vaksin x barang og,"['aku', 'tak', 'nunggu', 'info', 'streaming', 'wae', 'mbok', 'menewo', 'enek', 'xixiixi', 'males', 'nek', 'kon', 'swab', 'wong', 'wes', 'vaksin', 'x', 'barang', 'og']",neg
dinas kesehatan kota solo memastikan semua siswa siswi sd negeri maupun swasta solo mendapatkan vaksin stock vaksin aman tinggal menunggu jadwal,"['dinas', 'kesehatan', 'kota', 'solo', 'memastikan', 'semua', 'siswa', 'siswi', 'sd', 'negeri', 'maupun', 'swasta', 'solo', 'mendapatkan', 'vaksin', 'stock', 'vaksin', 'aman', 'tinggal', 'menunggu', 'jadwal']",neg
yuk vaksin sakit mending mencegah kan jalan jalan kota solo jangan lupa mampir utk vaksin tipoid yaa klinik kasih ibu sehati,"['yuk', 'vaksin', 'sakit', 'mending', 'mencegah', 'kan', 'jalan', 'jalan', 'kota', 'solo', 'jangan', 'lupa', 'mampir', 'utk', 'vaksin', 'tipoid', 'yaa', 'klinik', 'kasih', 'ibu', 'sehati']",neg
mengawasi mendeteksi pergerakan orang orang terpapar covid selama hari belakang mengunduh sertifikat vaksin sekarang benar benar dibutuhkan syarat bepergian transportasi umum,"['mengawasi', 'mendeteksi', 'pergerakan', 'orang', 'orang', 'terpapar', 'covid', 'selama', 'hari', 'belakang', 'mengunduh', 'sertifikat', 'vaksin', 'sekarang', 'benar', 'benar', 'dibutuhkan', 'syarat', 'bepergian', 'transportasi', 'umum']",neg
